hostname,os_family,os_version,cpu_cores,memory_gb,gpu_present,domain_joined,open_ports,running_services,software_indicators,ad_groups,privilege_level,workstation_role,confidentiality,integrity,availability,record_source,confidence,is_synthetic
wks-0765,Windows,11,16,16,False,True,[ 445 8888],['OneDrive Sync' 'VPN Client'],['Chrome' 'Firefox' 'Postman' 'Selenium' 'Teams'],['Help Desk' 'SOC'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.99,True
wks-0766,Ubuntu Desktop,22.04,8,32,False,True,[631],['Backup Agent' 'Print Spooler' 'SSH'],['Chrome' 'Office' 'Teams'],['IT Operations'],Power User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.72,True
wks-0767,Windows,11,32,16,True,True,[135 445],['Defender' 'EDR Agent' 'SSH' 'VPN Client'],['AutoCAD' 'MATLAB' 'SolidWorks' 'Zoom'],['IT Operations'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.89,True
wks-0768,Windows,11,4,32,False,True,[ 139  445 3389],[],['Firefox' 'Office' 'PuTTY' 'RDP' 'ServiceNow' 'Teams' 'Zoom'],['Help Desk'],Power User,Help Desk Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.98,True
wks-0769,macOS,14,16,16,False,True,[ 22 631],['Defender' 'OneDrive Sync'],['CRM Client' 'Chrome' 'Softphone'],['HR'],Local Admin,Call Center Workstation,Moderate,High,High,synthetic_rules,0.85,True
wks-0770,Windows,10,8,64,False,True,[135],[],['Chrome' 'Postman' 'Selenium'],['Call Center' 'Engineering'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.76,True
wks-0771,Ubuntu Desktop,22.04,16,16,True,True,[ 22 631],['Defender' 'EDR Agent' 'OneDrive Sync'],['AutoCAD' 'Chrome' 'Firefox' 'MATLAB' 'SolidWorks'],['Executives' 'IT Operations'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_rules,0.9,True
wks-0772,macOS,13,8,16,True,True,[ 631 8000 8888],['Defender' 'EDR Agent'],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Executives'],Local Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_hybrid,0.95,True
wks-0773,Windows,11,4,16,False,True,[3389],[],['Firefox' 'Office' 'POS Client' 'Receipt Printer Driver'],['HR'],Power User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.99,True
wks-0774,macOS,14,8,16,False,True,[8888],['Defender' 'EDR Agent'],"['Chrome' 'Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'Teams'
 'VS Code']",['Developers' 'Executives'],Local Admin,Developer Workstation,Moderate,High,Moderate,synthetic_rules,0.78,True
wks-0775,Ubuntu Desktop,22.04,4,16,True,True,[  22  631 8000],['Defender' 'RDP' 'VPN Client'],"['Anaconda' 'Chrome' 'Jupyter' 'Office' 'PyTorch' 'Python' 'RStudio'
 'TensorFlow' 'Zoom']",['Developers' 'Finance'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.76,True
wks-0776,Windows,11,4,16,False,True,[445],[],['Chrome' 'Office' 'VS Code'],['Developers' 'SOC'],Power User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.89,True
wks-0777,Windows,11,16,16,True,True,[445],['Defender' 'EDR Agent' 'VPN Client'],['Adobe Creative Cloud' 'Blender' 'Figma'],['QA'],Power User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.9,True
wks-0778,Windows,10,16,8,False,True,[ 135 3389 5601],[],['Burp Suite' 'Splunk' 'Sysinternals' 'Wireshark'],['Call Center' 'Engineering'],Power User,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.73,True
wks-0779,macOS,13,4,8,True,True,[22],['Print Spooler' 'RDP' 'SSH' 'VPN Client'],['Burp Suite' 'Splunk' 'Sysinternals' 'Wireshark'],['Executives' 'Help Desk'],Local Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_ml_seed,0.87,True
wks-0780,Windows,11,4,64,True,True,[139],['Defender' 'RDP' 'SSH'],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['HR' 'Training'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.73,True
wks-0781,Windows,10,4,8,False,True,[135 139 445],['Backup Agent' 'EDR Agent' 'OneDrive Sync' 'VPN Client'],"['Chrome' 'Firefox' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'
 'Zoom']",['Data Scientists' 'Help Desk'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.85,True
wks-0782,Windows,11,4,8,True,True,[139 445],[],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Data Scientists' 'Finance'],Privileged Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.84,True
wks-0783,macOS,13,4,16,False,False,[8000 8888],['OneDrive Sync' 'Print Spooler' 'VPN Client'],"['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'Teams'
 'VPN Client' 'VS Code' 'Zoom']",['Developers'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.9,True
wks-0784,Windows,10,4,16,False,True,[445],[],['Firefox' 'PowerShell' 'PuTTY' 'RSAT' 'Teams' 'VMware Workstation' 'Zoom'],['IT Operations' 'Retail'],Standard User,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.74,True
wks-0785,Windows,10,8,8,False,True,[ 139 3389],[],['Chrome' 'Firefox' 'KioskShell' 'Office' 'VPN Client'],['Finance'],Standard User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.73,True
wks-0786,Ubuntu Desktop,22.04,4,32,False,True,[631],['Defender' 'Print Spooler' 'SSH'],['Excel' 'Power BI Desktop' 'SAP GUI'],['Data Scientists' 'QA'],Standard User,Finance Workstation,High,High,Moderate,synthetic_hybrid,0.81,True
wks-0787,Ubuntu Desktop,22.04,16,64,False,True,[22],[],['CRM Client' 'Chrome' 'Softphone'],['QA'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_rules,0.76,True
wks-0788,Windows,10,8,8,False,True,[3389],['Backup Agent' 'RDP'],"['PowerShell' 'PuTTY' 'RSAT' 'Teams' 'VMware Workstation' 'VPN Client'
 'Zoom']",['Retail'],Power User,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.82,True
wks-0789,Ubuntu Desktop,22.04,4,16,False,True,[631],[],['Chrome' 'Office' 'VPN Client' 'VS Code' 'Zoom'],['HR' 'Training'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
wks-0790,Windows,11,4,16,False,True,[135 139 445],['OneDrive Sync' 'Print Spooler' 'SSH'],['Chrome' 'KioskShell' 'VPN Client' 'Zoom'],['HR' 'IT Operations'],Standard User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
wks-0791,macOS,14,8,16,False,True,[631],['Backup Agent' 'EDR Agent' 'Print Spooler'],['Firefox' 'Office' 'Teams' 'Zoom'],['HR'],Local Admin,Executive Workstation,High,High,Moderate,synthetic_rules,0.97,True
wks-0792,macOS,13,8,8,False,True,[ 631 8000],[],['Chrome' 'Postman' 'Selenium' 'Teams' 'VPN Client'],['Executives'],Local Admin,QA Test Workstation,Moderate,High,Moderate,synthetic_hybrid,0.79,True
wks-0793,Ubuntu Desktop,22.04,8,16,False,True,[22],[],['CRM Client' 'Chrome' 'Softphone' 'Teams' 'Zoom'],['Retail'],Local Admin,Call Center Workstation,Moderate,High,High,synthetic_hybrid,0.98,True
wks-0794,Windows,10,4,16,False,True,[135],[],['Firefox' 'Office' 'Teams' 'Workday'],['Call Center'],Standard User,HR Workstation,High,High,Moderate,synthetic_rules,0.94,True
wks-0795,Ubuntu Desktop,22.04,4,16,False,True,[22],['Backup Agent' 'RDP' 'VPN Client'],['PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Domain Users'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.86,True
wks-0796,Windows,10,4,64,True,True,[3389],['Defender' 'OneDrive Sync' 'Print Spooler' 'RDP'],['AutoCAD' 'MATLAB' 'SolidWorks'],['IT Operations' 'SOC'],Power User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.9,True
wks-0797,Windows,10,16,64,False,True,[139],['EDR Agent' 'RDP'],['Office' 'Teams' 'Workday'],['Finance' 'HR'],Standard User,HR Workstation,High,High,Moderate,synthetic_hybrid,0.79,True
wks-0798,Windows,10,4,16,False,True,[135],['Backup Agent' 'Defender' 'EDR Agent'],['Burp Suite' 'Office' 'Splunk' 'Sysinternals' 'Teams' 'Wireshark'],['Data Scientists' 'Domain Users'],Local Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_hybrid,0.94,True
wks-0799,Windows,11,4,64,True,True,[ 139  445 3389],['Backup Agent' 'Print Spooler'],['AutoCAD' 'MATLAB' 'SolidWorks'],['Training'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.94,True
wks-0800,Ubuntu Desktop,22.04,8,32,False,True,[  22  631 8000 8888],['OneDrive Sync' 'VPN Client'],['Chrome' 'Firefox' 'Postman' 'Selenium' 'Zoom'],['Call Center' 'QA'],Local Admin,QA Test Workstation,Moderate,High,Moderate,synthetic_hybrid,0.71,True
wks-0801,Windows,11,8,16,True,True,[ 139  445 3389],[],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['QA'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_hybrid,0.84,True
wks-0802,Windows,10,32,8,False,True,[ 135  139  445 3389],['Print Spooler' 'SSH'],['Office' 'Teams' 'Zoom'],['Engineering' 'Finance'],Standard User,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.73,True
wks-0803,Windows,10,8,16,False,True,[ 139 3389],['Defender' 'Print Spooler' 'SSH' 'VPN Client'],['PowerShell' 'PuTTY' 'RSAT' 'Teams' 'VMware Workstation' 'VPN Client'],['Data Scientists'],Privileged Admin,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.93,True
wks-0804,macOS,14,8,16,False,False,[22],['Backup Agent' 'OneDrive Sync' 'SSH'],['CRM Client' 'Chrome' 'Firefox' 'Office' 'Softphone'],['HR' 'Retail'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_hybrid,0.84,True
wks-0805,Windows,11,16,64,False,True,[135 139],['Defender' 'Print Spooler'],['Chrome' 'Office' 'VS Code'],['HR'],Power User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
wks-0806,Windows,11,4,16,False,True,[ 135  445 3389 5601],[],['Burp Suite' 'Splunk' 'Sysinternals' 'VPN Client' 'Wireshark'],['Help Desk' 'SOC'],Privileged Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.72,True
wks-0807,Windows,10,8,16,False,True,[ 135  139 3389],['Backup Agent' 'Defender' 'OneDrive Sync'],['Chrome' 'Office' 'VS Code'],['SOC'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.94,True
wks-0808,Windows,10,8,8,False,True,[ 135  139 3389],['OneDrive Sync' 'Print Spooler' 'SSH'],['Chrome' 'Office' 'Teams'],['HR' 'QA'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.95,True
wks-0809,Ubuntu Desktop,22.04,4,16,False,True,[ 22 631],['Backup Agent' 'Print Spooler' 'RDP' 'VPN Client'],"['Chrome' 'Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'Office' 'PyCharm'
 'VS Code']",['Developers'],Power User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.91,True
wks-0810,Windows,10,8,16,True,True,[445],[],['Office' 'Teams' 'Workday'],['Developers' 'SOC'],Standard User,HR Workstation,High,High,Moderate,synthetic_hybrid,0.75,True
wks-0811,Windows,11,8,8,True,True,[ 139  445 3389],['Print Spooler' 'SSH'],['CRM Client' 'Chrome' 'Softphone'],['Domain Users' 'HR'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_hybrid,0.95,True
wks-0812,Windows,10,4,8,True,True,[ 135  445 3389],['Defender' 'VPN Client'],['Chrome' 'Firefox' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Engineering' 'QA'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.95,True
wks-0813,Windows,11,4,16,False,True,[ 135  139  445 3389],['Backup Agent' 'Defender' 'Print Spooler' 'VPN Client'],"['Chrome' 'Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'Office' 'PyCharm'
 'VS Code']",['Developers' 'HR' 'Training'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
wks-0814,Windows,11,8,16,True,True,[ 445 3389],['OneDrive Sync' 'RDP'],"['Anaconda' 'Chrome' 'Jupyter' 'Office' 'PyTorch' 'Python' 'RStudio'
 'TensorFlow' 'Zoom']",['HR'],Local Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_hybrid,0.88,True
wks-0815,macOS,14,8,64,False,True,[  22 5601],['Backup Agent' 'EDR Agent' 'RDP' 'SSH'],['Burp Suite' 'Chrome' 'Splunk' 'Sysinternals' 'Teams' 'Wireshark'],['Domain Users' 'IT Operations'],Local Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_hybrid,0.86,True
wks-0816,Windows,11,32,32,True,True,[ 445 8888],['Backup Agent' 'EDR Agent' 'VPN Client'],"['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'Teams' 'TensorFlow'
 'VPN Client' 'Zoom']",['Call Center' 'HR'],Local Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_hybrid,0.78,True
wks-0817,Windows,10,4,16,False,True,[135],['Backup Agent' 'Print Spooler' 'VPN Client'],['POS Client' 'Receipt Printer Driver' 'VPN Client'],['Executives' 'Retail'],Power User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.76,True
wks-0818,Windows,11,16,16,False,True,[ 135 3389 8888],['Defender' 'EDR Agent'],['Chrome' 'Postman' 'Selenium'],['Domain Users' 'IT Operations'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.81,True
wks-0819,macOS,13,4,64,False,True,[ 22 631],['Defender' 'OneDrive Sync' 'Print Spooler' 'RDP'],['Firefox' 'Office' 'PuTTY' 'RDP' 'ServiceNow' 'Teams'],['Training'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.76,True
wks-0820,Windows,11,4,16,True,True,[ 135  445 3389],['Backup Agent' 'EDR Agent' 'RDP' 'SSH'],['Adobe Creative Cloud' 'Blender' 'Figma' 'Firefox' 'Office' 'VPN Client'],['Engineering' 'SOC'],Local Admin,Graphic Design Workstation,Moderate,High,Moderate,synthetic_rules,0.91,True
wks-0821,Windows,11,8,64,False,True,[ 135  139  445 3389],['Backup Agent' 'RDP' 'SSH'],['Office' 'Teams' 'Zoom'],['IT Operations'],Local Admin,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.93,True
wks-0822,Windows,11,32,16,True,True,[ 135  139  445 3389],[],['Adobe Creative Cloud' 'Blender' 'Figma'],['Data Scientists' 'Domain Users'],Local Admin,Graphic Design Workstation,Moderate,High,Moderate,synthetic_rules,0.76,True
wks-0823,macOS,13,8,32,True,False,[ 22 631],[],['Office' 'POS Client' 'Receipt Printer Driver' 'VPN Client'],['Developers'],Local Admin,Point of Sale Workstation,Moderate,High,High,synthetic_rules,0.82,True
wks-0824,Windows,11,4,16,True,True,[139 445],['Defender' 'Print Spooler'],['Office' 'Teams' 'Zoom'],['Call Center' 'QA'],Privileged Admin,Executive Workstation,High,High,Moderate,synthetic_rules,0.81,True
wks-0825,Ubuntu Desktop,22.04,32,16,False,True,[ 22 631],['Print Spooler' 'RDP'],['Excel' 'Firefox' 'Office' 'Power BI Desktop' 'SAP GUI' 'Zoom'],['Finance' 'Training'],Local Admin,Finance Workstation,High,High,Moderate,synthetic_hybrid,0.92,True
wks-0826,Windows,11,8,64,False,True,[ 135  445 3389],['Backup Agent' 'Print Spooler'],['CRM Client' 'Chrome' 'Softphone'],['HR'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_rules,0.9,True
wks-0827,macOS,14,8,64,False,True,[ 22 631],['Backup Agent' 'Defender' 'EDR Agent'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['Data Scientists' 'Domain Users'],Power User,Help Desk Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.87,True
wks-0828,Windows,10,4,64,False,True,[3389],['Backup Agent' 'Print Spooler'],['Office' 'Teams' 'Workday'],['Developers'],Standard User,HR Workstation,High,High,Moderate,synthetic_hybrid,0.89,True
wks-0829,macOS,14,8,8,False,False,[631],['Backup Agent' 'RDP' 'SSH'],['Chrome' 'Postman' 'Selenium'],['SOC'],Local Admin,QA Test Workstation,Moderate,High,Moderate,synthetic_rules,0.87,True
wks-0830,Windows,10,4,16,True,True,[ 135  139  445 3389],['RDP' 'SSH'],['Chrome' 'Firefox' 'Office' 'Teams'],['Finance'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
wks-0831,macOS,14,8,32,False,True,[22],['Backup Agent' 'Defender' 'OneDrive Sync' 'Print Spooler'],['CRM Client' 'Chrome' 'Softphone'],['Developers' 'IT Operations'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_rules,0.75,True
wks-0832,Windows,10,4,8,False,True,[ 135  139  445 3389],['Defender' 'RDP' 'SSH' 'VPN Client'],['Office' 'PuTTY' 'RDP' 'ServiceNow' 'Teams'],['Domain Users' 'HR'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.99,True
wks-0833,Windows,10,8,64,False,True,[ 135  139  445 3389],[],['CRM Client' 'Chrome' 'Office' 'Softphone'],['Domain Users'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_rules,0.99,True
wks-0834,Windows,11,32,16,False,True,[ 135  445 3389],['EDR Agent' 'RDP' 'SSH'],['Office' 'Teams' 'Zoom'],['Call Center'],Standard User,Executive Workstation,High,High,Moderate,synthetic_ml_seed,0.79,True
wks-0835,Windows,11,32,32,True,True,[ 135  139  445 3389],['Print Spooler' 'RDP' 'SSH' 'VPN Client'],['Adobe Creative Cloud' 'Blender' 'Chrome' 'Figma'],['Help Desk'],Local Admin,Graphic Design Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.99,True
wks-0836,Windows,11,8,16,False,True,[ 135  139  445 3389],['Backup Agent' 'Defender' 'EDR Agent'],['Chrome' 'Office' 'VS Code'],['HR' 'Training'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
wks-0837,macOS,14,4,32,True,False,[ 22 631],['Backup Agent' 'Print Spooler' 'VPN Client'],['AutoCAD' 'MATLAB' 'Office' 'SolidWorks' 'Teams' 'VPN Client'],['Help Desk'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
wks-0838,Ubuntu Desktop,22.04,4,16,True,True,[ 22 631],['Backup Agent' 'VPN Client'],['AutoCAD' 'Chrome' 'Firefox' 'MATLAB' 'SolidWorks'],['Call Center'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_rules,0.7,True
wks-0839,Windows,11,16,8,False,True,[135 445],['Backup Agent' 'Defender' 'OneDrive Sync'],"['Chrome' 'Office' 'PowerShell' 'PuTTY' 'RSAT' 'Teams'
 'VMware Workstation']",['Help Desk'],Standard User,IT Admin Workstation,High,High,Moderate,synthetic_ml_seed,0.71,True
wks-0840,Windows,10,8,8,False,True,[ 139 3389],['Print Spooler' 'SSH'],['Office' 'Teams' 'Workday'],['Engineering' 'QA'],Local Admin,HR Workstation,High,High,Moderate,synthetic_ml_seed,0.97,True
wks-0841,macOS,13,4,32,False,False,[631],['EDR Agent' 'OneDrive Sync' 'VPN Client'],['CRM Client' 'Chrome' 'Softphone'],['Call Center'],Local Admin,Call Center Workstation,Moderate,High,High,synthetic_rules,0.71,True
wks-0842,Ubuntu Desktop,22.04,32,32,False,True,[ 22 631],['EDR Agent' 'OneDrive Sync'],['Firefox' 'PuTTY' 'RDP' 'ServiceNow' 'Teams' 'VPN Client'],['Executives'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_hybrid,0.92,True
wks-0843,Ubuntu Desktop,22.04,32,16,False,True,[  22  631 8888],['Backup Agent' 'Defender' 'VPN Client'],['Chrome' 'Office' 'Postman' 'Selenium' 'Zoom'],['QA'],Local Admin,QA Test Workstation,Moderate,High,Moderate,synthetic_rules,0.73,True
wks-0844,Windows,10,8,64,False,True,[ 139 8888],['Backup Agent' 'Defender' 'RDP' 'VPN Client'],['Chrome' 'Postman' 'Selenium'],['IT Operations'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.73,True
wks-0845,macOS,13,32,8,False,True,[ 22 631],['EDR Agent' 'SSH' 'VPN Client'],['Office' 'Teams' 'VPN Client' 'Workday' 'Zoom'],['HR'],Standard User,HR Workstation,High,High,Moderate,synthetic_rules,0.87,True
wks-0846,Windows,11,8,16,False,True,[ 135  139  445 3389],[],['Office' 'Teams' 'Zoom'],['Call Center' 'Help Desk'],Local Admin,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.85,True
wks-0847,Windows,10,4,64,False,True,[ 139  445 3389],['Defender' 'Print Spooler' 'VPN Client'],['POS Client' 'Receipt Printer Driver' 'VPN Client' 'Zoom'],['Data Scientists' 'SOC'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.86,True
wks-0848,macOS,14,8,16,True,True,[8000],['OneDrive Sync' 'RDP' 'VPN Client'],['Chrome' 'Firefox' 'Postman' 'Selenium' 'Teams' 'Zoom'],['Call Center' 'Domain Users'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.85,True
wks-0849,Windows,10,8,16,True,True,[139],['EDR Agent' 'RDP'],['AutoCAD' 'MATLAB' 'SolidWorks' 'Zoom'],['Engineering'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_hybrid,0.77,True
wks-0850,macOS,13,4,8,False,False,[631],['Print Spooler' 'RDP' 'SSH' 'VPN Client'],['Office' 'Teams' 'VPN Client' 'Zoom'],['Data Scientists' 'Executives'],Local Admin,Executive Workstation,High,High,Moderate,synthetic_ml_seed,0.73,True
wks-0851,Windows,10,8,16,False,True,[135 445],[],['PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['QA'],Standard User,IT Admin Workstation,High,High,Moderate,synthetic_ml_seed,0.92,True
wks-0852,Windows,11,8,32,True,True,[ 139  445 3389 8888],[],"['Anaconda' 'Chrome' 'Jupyter' 'Office' 'PyTorch' 'Python' 'RStudio'
 'Teams' 'TensorFlow']",['Executives'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.82,True
wks-0853,Windows,11,32,64,False,True,[ 139  445 3389 8000],['EDR Agent' 'OneDrive Sync' 'SSH'],"['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VPN Client'
 'VS Code' 'Zoom']",['Data Scientists' 'Developers' 'Help Desk'],Power User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.81,True
wks-0854,Windows,11,4,32,True,True,[ 135  139  445 3389],['Defender' 'EDR Agent' 'RDP'],['Adobe Creative Cloud' 'Blender' 'Figma'],['Call Center' 'Training'],Power User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.97,True
wks-0855,macOS,13,32,32,True,True,[22],['Defender' 'EDR Agent' 'RDP'],['AutoCAD' 'MATLAB' 'SolidWorks'],['Retail' 'Training'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
wks-0856,macOS,13,4,8,True,True,[  22 5601],['Defender' 'EDR Agent' 'RDP' 'SSH'],"['Burp Suite' 'Firefox' 'Splunk' 'Sysinternals' 'Teams' 'VPN Client'
 'Wireshark']",['Finance' 'QA'],Local Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_ml_seed,0.78,True
wks-0857,Windows,10,8,16,False,True,[135 139 445],[],['Chrome' 'Office' 'Teams' 'Zoom'],['Retail'],Power User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.71,True
wks-0858,Windows,10,32,64,False,True,[ 139 8000],['Backup Agent' 'Defender' 'EDR Agent' 'VPN Client'],['Chrome' 'Firefox' 'Postman' 'Selenium'],['Engineering'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.85,True
wks-0859,Windows,11,32,16,True,True,[ 139 3389],['Backup Agent' 'OneDrive Sync' 'Print Spooler' 'VPN Client'],['Adobe Creative Cloud' 'Blender' 'Chrome' 'Figma' 'Teams'],['Data Scientists' 'IT Operations'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
wks-0860,Windows,10,4,16,False,True,[ 135  139  445 3389],['Backup Agent' 'EDR Agent' 'RDP' 'VPN Client'],['Firefox' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Executives'],Privileged Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.9,True
wks-0861,Windows,10,4,16,True,True,[3389],['EDR Agent' 'RDP' 'SSH' 'VPN Client'],['Adobe Creative Cloud' 'Blender' 'Figma'],['Call Center' 'Finance'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.96,True
wks-0862,macOS,13,16,8,True,True,[22],['EDR Agent' 'RDP' 'SSH'],"['Anaconda' 'Jupyter' 'Office' 'PyTorch' 'Python' 'RStudio' 'Teams'
 'TensorFlow']",['HR'],Power User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
wks-0863,Windows,11,4,8,True,True,[ 135  445 3389 8888],['EDR Agent' 'Print Spooler' 'RDP'],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'Teams' 'TensorFlow'],['Call Center' 'HR'],Power User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
wks-0864,Windows,11,4,8,False,True,[ 135  139  445 3389],['EDR Agent' 'SSH'],['Chrome' 'Office' 'VPN Client' 'VS Code'],['Executives' 'SOC'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.73,True
wks-0865,Windows,11,16,16,False,True,[135],['EDR Agent' 'OneDrive Sync'],['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VS Code'],['Developers' 'Executives'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.97,True
wks-0866,Windows,11,8,16,False,True,[ 135  139 3389],['Defender' 'Print Spooler' 'RDP' 'SSH'],['Chrome' 'Firefox' 'Office' 'Teams' 'VS Code'],['Data Scientists'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.96,True
wks-0867,Windows,11,32,32,False,True,[135 139 445],['Backup Agent' 'Defender' 'Print Spooler' 'VPN Client'],['Office' 'POS Client' 'Receipt Printer Driver'],['Call Center'],Local Admin,Point of Sale Workstation,Moderate,High,High,synthetic_hybrid,0.81,True
